time,energy,error
0.049999993,999.76117,9.441376E-5
0.10000001,999.4664,1.912117E-4
0.14999999,999.06793,1.8846989E-4
0.19999994,998.54486,1.8274784E-4
0.2499999,997.8915,1.7988682E-4
0.29999986,997.11084,1.7917156E-4
0.34999982,996.2127,1.784563E-4
0.39999977,995.2746,1.7654896E-4
0.44999972,994.2378,1.7881393E-4
0.49999967,993.21326,1.77145E-4
0.54999965,992.1916,1.7905235E-4
0.5999996,991.2684,1.8084049E-4
0.64999956,990.36096,1.821518E-4
0.6999995,989.66095,1.887083E-4
0.74999946,989.109,1.9347668E-4
0.7999994,988.7081,2.0575523E-4
0.84999937,988.53326,2.1016598E-4
0.8999993,988.8146,2.1803379E-4
0.9499993,989.4365,2.3114681E-4
0.9999992,990.159,2.450943E-4
1.0499992,990.7568,2.605915E-4
1.0999992,990.75024,2.8014183E-4
1.1499991,989.83954,3.067255E-4
1.1999991,988.3724,3.2675266E-4
1.249999,987.10925,3.529787E-4
1.299999,986.00964,3.7622452E-4
1.349999,984.4419,4.079342E-4
1.3999989,983.1658,4.3416023E-4
1.4499989,981.3432,4.7433376E-4
1.4999988,979.43066,5.129576E-4
1.5499988,977.9893,5.5527687E-4
1.5999987,976.01184,6.080866E-4
1.6499987,973.7433,6.6769123E-4
1.6999986,971.1639,7.2956085E-4
1.7499986,968.09686,8.136034E-4
1.7999985,964.2365,9.0384483E-4
1.8499985,959.2878,0.0010242462
1.8999984,951.9591,0.0011860132
1.9499984,939.65625,0.0014594197
1.9999983,921.16876,0.0014631152
2.0499995,911.16833,0.0010924935
2.1000006,906.37305,9.4616413E-4
2.1500018,903.1632,8.417368E-4
2.200003,900.5375,7.7557564E-4
2.250004,898.4154,7.214546E-4
2.3000052,896.6881,6.8295E-4
2.3500063,895.1802,6.4885616E-4
2.4000075,893.7739,6.211996E-4
2.4500086,892.41284,6.0391426E-4
2.5000098,891.0757,5.9115887E-4
2.550011,889.7848,5.862713E-4
2.600012,888.5226,5.8460236E-4
2.6500132,887.3329,5.8698654E-4
2.7000144,886.1881,5.9366226E-4
2.7500155,885.15295,5.993843E-4
2.8000166,884.05774,6.0749054E-4
2.8500178,883.0405,6.098151E-4
2.900019,881.951,6.1261654E-4
